client_id,product_type,transaction_date,amount,transaction_type,revenue
121,card,2024-02-22,19.87,fee,0.31
121,card,2023-09-23,0.75,purchase,0.01
121,loan,2023-02-16,67.22,repayment,0.43
121,loan,2024-05-04,105.85,repayment,0.92
122,card,2025-02-03,144.39,purchase,1.62
122,card,2025-02-02,30.67,purchase,0.36
122,card,2024-08-22,60.36,purchase,0.88
122,card,2024-10-15,73.97,purchase,1.29
122,card,2024-04-18,18.15,purchase,0.32
122,card,2025-01-23,171.21,purchase,1.73
122,loan,2025-06-21,-100.0,interest,
123,account,2023-08-19,17.47,withdrawal,0.22
123,account,2024-10-27,99999.0,withdrawal,-999.0
123,card,2024-06-09,23.11,purchase,0.44
123,card,2025-02-03,11.47,purchase,0.22
123,loan,2024-07-11,88.31,repayment,0.46
123,loan,2024-02-05,227.66,fee,3.44
123,loan,2024-08-09,308.04,interest,3.24
124,card,2024-04-15,173.36,withdrawal,2.29
124,card,2024-08-26,9.64,fee,0.11
124,card,2024-07-24,48.97,purchase,-999.0
124,card,2025-02-26,40.54,withdrawal,0.65
124,card,2024-06-21,44.09,purchase,0.0
124,loan,2024-03-15,29.43,repayment,0.21
124,loan,2024-09-23,104.89,repayment,1.19
125,account,2023-08-17,78.86,transfer_out,0.57
125,account,2024-02-07,9.06,transfer_in,0.0
125,card,2023-07-02,122.61,withdrawal,1.24
125,card,2023-02-22,82.26,purchase,1.14
125,card,2023-10-12,-100.0,purchase,-1.87
125,card,2022-11-25,187.71,fee,3.37
125,card,2022-12-10,32.03,withdrawal,0.34
125,card,2022-10-30,70.36,purchase,0.98
125,loan,2024-04-17,46.91,repayment,0.25
125,loan,2024-05-25,25.39,repayment,0.29
126,account,2023-08-28,226.86,withdrawal,4.0
126,account,2022-10-02,0.0,,
126,account,2023-07-01,181.77,deposit,0.0
126,account,2023-02-07,234.74,deposit,0.0
126,account,2023-11-13,0.0,deposit,0.0
126,account,2024-01-16,94.71,transfer_out,0.8
126,account,2022-09-18,110.16,,
126,account,2022-09-03,49.03,withdrawal,0.88
126,account,2023-05-06,114.09,withdrawal,1.46
126,account,2022-09-28,86.34,deposit,0.0
127,account,2024-06-08,323.14,deposit,0.0
127,account,2024-08-01,163.72,transfer_out,1.86
127,account,2024-10-19,338.06,withdrawal,5.53
127,account,2025-02-03,170.68,withdrawal,1.81
127,card,2023-11-06,12.98,purchase,0.23
127,card,2025-01-17,4.14,refund,-0.07
127,card,2024-07-12,167.38,withdrawal,2.8
127,card,2024-11-27,44.61,purchase,0.47
128,account,2022-12-01,-100.0,transfer_in,0.0
128,account,2023-07-04,413.54,transfer_in,0.0
128,account,2024-02-16,20.09,withdrawal,0.3
128,account,2023-11-10,18.12,transfer_in,0.0
128,account,2023-02-13,16.95,withdrawal,0.25
128,account,2023-05-08,7.33,transfer_in,0.0
128,loan,2022-05-21,84.94,,
128,loan,2022-12-25,65.69,repayment,0.43
128,loan,2022-12-22,139.84,interest,1.61
128,loan,2023-12-17,40.44,repayment,0.26
128,loan,2023-04-30,64.86,repayment,0.72
129,account,2024-01-29,49.42,deposit,0.0
129,account,2023-10-01,82.2,withdrawal,1.48
129,account,2024-12-12,67.19,withdrawal,1.01
129,account,2024-11-04,312.95,transfer_in,0.0
129,account,2025-04-15,136.2,withdrawal,2.0
129,account,2025-02-27,22.89,deposit,0.0
129,card,2024-05-03,81.49,purchase,1.19
129,card,2024-06-18,62.64,purchase,0.0
129,loan,2025-03-31,165.63,interest,2.19
129,loan,2025-01-23,56.83,interest,0.99
129,loan,2024-10-17,57.16,repayment,0.61
129,loan,2023-10-26,71.95,repayment,0.92
129,loan,2024-05-26,173.36,repayment,1.52
129,loan,2024-11-25,150.01,repayment,1.68
130,account,2024-12-19,190.81,transfer_in,0.0
130,account,2024-06-06,11.26,deposit,0.0
130,account,2023-11-17,140.81,deposit,0.0
130,account,2024-09-01,-100.0,withdrawal,-1.18
130,account,2023-05-19,-100.0,withdrawal,-1.69
130,account,2025-01-03,14.34,transfer_in,0.0
130,card,2023-07-26,32.86,purchase,0.46
130,card,2024-06-22,132.45,withdrawal,2.13
130,card,2024-01-12,56.14,refund,-0.58
130,card,2023-09-09,46.39,purchase,0.62
130,card,2023-11-03,83.33,,
130,card,2023-11-18,278.13,purchase,4.05
130,card,2023-11-15,236.79,refund,-3.77
130,card,2023-12-24,15.54,purchase,0.23
130,loan,2024-11-21,56.79,repayment,0.3
130,loan,2024-10-15,31.72,repayment,0.36
130,loan,2023-06-27,-100.0,repayment,-1.2
131,card,2023-08-06,76.85,withdrawal,1.27
131,card,2023-01-05,92.79,,
131,card,2022-08-07,57.8,purchase,0.75
131,card,2022-09-19,301.44,purchase,3.17
131,card,2023-07-09,30.79,purchase,0.43
131,card,2022-12-15,0.0,purchase,0.0
131,card,2022-12-07,185.16,withdrawal,2.77
131,loan,2023-08-13,48.51,interest,-999.0
131,loan,2022-09-18,31.64,repayment,0.18
131,loan,2023-01-04,2.01,repayment,0.02
131,loan,2022-08-14,164.06,repayment,2.37
132,account,2023-06-20,72.93,withdrawal,0.94
132,account,2024-04-14,45.77,deposit,0.0
132,account,2023-01-05,246.78,withdrawal,2.87
132,account,2023-01-28,47.51,transfer_in,0.0
132,account,2023-01-23,65.18,transfer_in,0.0
132,account,2023-03-05,0.0,withdrawal,0.0
132,account,2023-05-11,26.53,withdrawal,0.43
132,account,2022-12-14,86.95,transfer_in,0.0
132,card,2023-03-27,11.27,fee,0.18
132,card,2023-03-03,66.05,purchase,
132,card,2023-06-15,64.81,purchase,1.19
132,card,2024-04-09,3.18,fee,0.06
132,card,2023-06-11,26.06,purchase,0.0
132,loan,2023-06-28,187.28,repayment,2.43
132,loan,2023-09-29,76.95,repayment,0.62
132,loan,2023-02-07,54.2,interest,-999.0
132,loan,2022-10-26,80.07,repayment,0.71
132,loan,2024-04-28,53.02,repayment,0.66
132,loan,2024-04-12,188.46,repayment,1.5
133,card,2024-04-29,-100.0,purchase,-2.0
133,card,2023-07-05,103.69,fee,1.16
133,card,2024-04-14,19.74,purchase,0.31
133,card,2024-07-07,15.89,purchase,0.19
134,card,2024-10-23,168.29,refund,-2.31
134,card,2024-06-17,17.7,refund,-0.2
134,card,2023-09-05,72.39,purchase,0.99
134,card,2024-11-22,65.48,purchase,0.86
135,account,2022-09-06,272.37,transfer_out,3.27
135,account,2023-01-24,9.11,withdrawal,0.17
135,account,2024-01-27,95.45,transfer_out,0.51
135,loan,2022-07-03,113.12,repayment,1.15
135,loan,2023-01-19,-100.0,interest,-1.99
135,loan,2022-11-25,74.91,repayment,0.42
135,loan,2023-01-06,143.89,repayment,1.11
135,loan,2022-11-05,77.67,repayment,0.54
136,card,2023-03-17,159.35,purchase,1.95
136,card,2022-09-13,49.64,purchase,0.96
136,card,2022-11-07,99999.0,refund,-1305.57
136,card,2023-07-25,49.37,,
136,loan,2022-11-08,89.68,repayment,0.98
136,loan,2023-10-12,3.35,fee,0.04
136,loan,2022-09-03,0.0,fee,0.0
136,loan,2023-03-01,33.39,fee,0.66
136,loan,2023-06-07,18.47,interest,0.19
137,account,2025-01-04,38.65,withdrawal,0.77
137,account,2024-01-27,43.94,,
137,account,2024-02-20,48.02,deposit,0.0
137,account,2025-01-10,155.64,transfer_in,0.0
137,account,2024-09-03,71.88,withdrawal,1.21
137,account,2023-07-16,22.9,deposit,0.0
137,loan,2024-06-16,56.05,repayment,0.42
137,loan,2024-02-19,42.44,repayment,0.57
137,loan,2024-08-09,99999.0,repayment,1114.56
137,loan,2024-04-10,0.0,interest,0.0
137,loan,2023-05-05,-100.0,repayment,-0.94
137,loan,2023-09-29,32.64,repayment,0.39
137,loan,2023-05-07,10.76,interest,0.19
137,loan,2023-06-18,39.68,repayment,0.24
137,loan,2023-03-28,17.03,repayment,0.13
138,account,2023-03-14,34.51,deposit,0.0
138,account,2024-01-24,23.78,withdrawal,0.25
138,account,2022-11-01,162.65,withdrawal,3.05
138,account,2023-05-23,1.84,withdrawal,0.03
138,account,2023-06-01,31.6,withdrawal,
138,account,2023-12-24,68.7,withdrawal,0.84
138,account,2023-04-22,85.33,transfer_out,0.78
138,account,2022-07-28,18.31,deposit,0.0
138,card,2024-02-13,90.78,refund,-1.49
138,card,2023-06-25,47.28,fee,0.94
138,card,2022-11-19,99999.0,withdrawal,0.0
138,card,2024-02-04,42.87,refund,-0.5
138,card,2023-01-26,117.25,fee,1.67
138,card,2022-09-11,63.1,fee,0.71
138,loan,2024-01-29,86.03,repayment,0.59
138,loan,2022-11-19,99999.0,repayment,1357.87
138,loan,2024-04-09,104.27,repayment,0.81
138,loan,2023-09-11,265.68,repayment,2.71
139,account,2023-04-16,-100.0,,
139,account,2023-06-11,85.04,deposit,0.0
139,account,2024-01-03,7.76,withdrawal,0.12
139,account,2023-02-10,20.08,transfer_in,0.0
139,account,2023-02-13,44.59,transfer_in,0.0
139,account,2023-06-19,189.09,transfer_out,1.04
139,card,2023-08-27,74.65,purchase,1.18
139,card,2023-06-26,0.0,purchase,0.0
139,card,2023-04-30,171.32,fee,3.09
139,card,2022-03-23,400.26,purchase,4.06
139,card,2023-10-05,30.49,purchase,0.33
139,card,2022-06-02,188.21,withdrawal,2.12
139,loan,2023-12-28,20.49,fee,0.28
139,loan,2023-03-11,19.27,repayment,0.26
139,loan,2023-02-05,114.93,interest,1.46
139,loan,2023-12-09,114.57,repayment,0.77
139,loan,2023-02-27,46.84,repayment,0.3
139,loan,2023-11-10,-100.0,repayment,-0.81
140,account,2022-01-15,19.81,transfer_in,0.0
140,account,2023-02-08,60.0,transfer_out,0.84
140,account,2023-02-28,15.35,transfer_out,0.13
140,account,2023-01-31,118.7,deposit,0.0
140,account,2023-05-12,17.99,withdrawal,0.34
140,account,2022-04-15,202.88,deposit,0.0
140,account,2022-03-01,162.32,deposit,0.0
140,card,2022-02-21,24.79,purchase,0.26
140,card,2023-05-31,70.54,purchase,1.23
140,card,2022-10-06,72.22,fee,1.07
140,card,2022-12-04,30.59,withdrawal,0.35
140,card,2022-12-19,45.91,purchase,0.76
140,card,2022-02-24,181.89,purchase,3.25
140,loan,2023-01-20,293.54,repayment,1.49
140,loan,2023-11-25,40.93,fee,0.71
140,loan,2023-10-13,34.88,repayment,0.23
140,loan,2022-10-22,173.96,repayment,1.17
141,card,2022-05-16,234.72,refund,-4.3
141,card,2023-07-12,99999.0,purchase,1433.12
141,card,2024-02-10,103.1,purchase,1.13
141,card,2022-06-01,33.18,withdrawal,0.55
142,account,2024-09-08,101.61,deposit,0.0
142,account,2025-05-21,100.53,transfer_out,1.38
142,account,2024-06-23,21.75,deposit,0.0
142,account,2024-02-20,102.85,,
142,account,2023-10-17,99999.0,deposit,0.0
142,card,2025-01-29,287.44,purchase,3.85
142,card,2024-10-25,176.82,fee,2.14
142,card,2024-08-24,2.47,purchase,-999.0
142,card,2024-07-24,108.93,purchase,1.51
142,loan,2025-01-11,0.09,repayment,0.0
142,loan,2023-10-26,313.8,repayment,2.32
142,loan,2023-10-05,41.85,repayment,0.56
142,loan,2025-02-14,114.77,repayment,1.27
143,account,2023-08-29,99999.0,deposit,0.0
143,account,2023-08-05,9.89,transfer_in,0.0
143,account,2024-02-08,47.86,deposit,0.0
143,loan,2023-05-09,176.27,repayment,1.12
143,loan,2024-02-03,127.49,repayment,0.98
143,loan,2024-03-08,-100.0,interest,-1.85
143,loan,2024-11-19,50.7,repayment,0.43
144,card,2023-03-11,10.1,withdrawal,0.17
144,card,2023-12-17,25.57,refund,-0.27
144,loan,2023-09-28,-100.0,repayment,-0.99
144,loan,2022-07-20,31.91,repayment,0.45
144,loan,2022-04-28,0.87,fee,0.01
144,loan,2023-08-19,277.68,repayment,2.74
145,account,2024-04-19,6.26,transfer_out,0.04
145,account,2023-12-24,114.29,withdrawal,
145,account,2024-08-04,178.84,deposit,0.0
145,account,2024-07-12,59.85,deposit,0.0
145,card,2023-09-10,1.53,withdrawal,0.0
145,card,2025-01-17,159.79,purchase,2.83
145,card,2023-06-10,37.94,purchase,0.7
145,card,2025-02-27,223.53,fee,3.86
145,card,2024-06-12,254.88,purchase,4.25
145,card,2024-03-29,63.72,purchase,-999.0
145,loan,2024-05-10,24.71,repayment,0.33
145,loan,2024-04-27,328.22,repayment,2.08
145,loan,2023-08-18,120.54,repayment,1.07
145,loan,2023-12-26,255.23,interest,3.96
146,account,2023-06-20,34.95,transfer_out,0.33
146,account,2024-06-23,94.96,transfer_in,0.0
146,account,2023-08-03,260.57,withdrawal,5.11
146,account,2024-03-30,185.51,transfer_out,1.57
146,account,2024-04-09,46.3,transfer_out,0.26
146,account,2023-03-19,299.59,transfer_out,2.23
146,account,2024-04-22,69.9,withdrawal,0.94
146,card,2024-05-05,18.49,,
146,loan,2023-04-19,88.58,repayment,0.48
146,loan,2023-10-14,153.45,repayment,1.17
146,loan,2023-10-25,106.37,repayment,0.57
146,loan,2022-11-03,27.2,repayment,0.22
146,loan,2024-05-19,0.03,repayment,0.0
146,loan,2024-03-12,48.45,repayment,0.56
147,card,2024-06-23,36.95,withdrawal,0.54
147,card,2025-09-06,235.17,fee,2.49
147,card,2024-07-25,0.0,withdrawal,0.0
147,card,2025-02-12,82.78,purchase,-999.0
148,loan,2024-05-02,65.29,repayment,0.36
148,loan,2023-11-14,3.64,repayment,0.04
148,loan,2023-11-19,15.51,interest,0.28
148,loan,2023-10-06,65.75,repayment,0.8
148,loan,2024-08-06,90.22,repayment,1.18
148,loan,2024-08-12,101.42,,
148,loan,2024-05-03,32.88,repayment,0.22
148,loan,2024-03-05,271.88,interest,
148,loan,2023-12-23,29.41,repayment,0.21
148,loan,2024-09-26,144.38,repayment,1.04
148,loan,2024-10-24,47.8,repayment,0.6
149,card,2025-02-25,356.94,,
149,card,2025-01-26,52.63,purchase,1.05
149,card,2024-12-15,54.25,purchase,0.68
149,card,2025-11-17,299.91,purchase,3.8
149,card,2025-05-31,63.14,purchase,1.19
149,card,2024-07-23,7.0,withdrawal,0.09
149,loan,2024-09-07,61.43,repayment,0.78
149,loan,2024-04-21,288.03,repayment,3.04
149,loan,2024-09-02,64.71,repayment,0.92
149,loan,2025-07-10,42.33,repayment,0.55
149,loan,2024-09-12,78.94,fee,1.08
149,loan,2024-06-17,83.05,fee,1.28
149,loan,2025-05-24,38.33,repayment,0.32
151,account,2024-12-13,47.15,withdrawal,0.82
151,account,2023-10-25,33.01,deposit,0.0
151,account,2025-05-13,43.3,withdrawal,
152,account,2023-04-15,172.56,transfer_in,0.0
152,account,2024-03-04,-100.0,transfer_in,0.0
152,account,2022-09-04,39.01,deposit,0.0
152,account,2022-12-08,18.53,transfer_out,0.16
152,account,2023-11-03,27.71,withdrawal,0.47
152,account,2023-12-25,52.09,deposit,0.0
152,card,2023-07-16,150.51,fee,2.91
152,card,2022-10-18,174.24,purchase,3.27
152,card,2023-02-14,58.09,,
152,card,2023-10-13,68.03,withdrawal,
152,card,2023-07-22,178.49,purchase,-999.0
152,card,2023-07-13,51.03,refund,-0.78
152,loan,2023-04-20,5.75,repayment,0.04
152,loan,2022-10-27,356.33,interest,4.15
152,loan,2022-09-26,288.35,interest,4.15
152,loan,2023-02-03,98.43,fee,1.9
152,loan,2022-12-12,162.41,repayment,0.9
152,loan,2023-01-17,169.46,repayment,2.24
152,loan,2022-11-01,3.51,repayment,0.03
152,loan,2023-02-27,115.63,repayment,1.23
153,card,2024-03-09,203.02,purchase,2.45
153,card,2022-11-30,378.32,purchase,4.4
153,card,2023-09-01,219.06,purchase,4.09
153,card,2023-11-10,90.53,withdrawal,1.48
153,loan,2024-01-26,10.95,repayment,0.12
153,loan,2024-02-12,102.44,interest,1.27
153,loan,2022-09-13,112.5,fee,-999.0
153,loan,2023-02-25,67.93,interest,1.07
153,loan,2024-04-16,23.5,repayment,0.27
154,account,2024-09-22,37.68,,
154,card,2024-09-04,286.87,purchase,5.46
154,card,2024-08-27,78.64,purchase,1.41
154,card,2025-07-13,18.39,purchase,
154,card,2024-08-22,-100.0,purchase,-1.51
154,card,2025-05-21,65.13,purchase,0.99
154,card,2024-06-05,224.08,purchase,2.92
154,card,2024-12-17,151.27,purchase,1.88
154,card,2024-08-06,84.49,purchase,1.37
154,loan,2024-09-30,-100.0,fee,-1.41
154,loan,2024-02-22,252.84,repayment,3.34
154,loan,2024-05-01,117.84,repayment,1.34
155,account,2023-11-05,28.51,deposit,0.0
155,card,2022-05-28,5.99,purchase,0.1
155,card,2022-11-29,16.32,withdrawal,0.32
155,loan,2022-06-09,0.52,repayment,0.0
155,loan,2022-10-17,19.5,repayment,0.22
155,loan,2022-09-10,346.98,interest,5.04
155,loan,2023-09-22,18.58,repayment,0.22
155,loan,2022-11-16,28.32,repayment,0.27
155,loan,2022-05-06,38.46,repayment,0.5
155,loan,2022-09-30,2.94,interest,0.04
155,loan,2022-11-07,111.76,repayment,1.42
156,account,2024-10-30,178.27,withdrawal,2.39
156,account,2023-06-10,92.34,withdrawal,1.68
156,account,2024-02-02,46.17,withdrawal,0.76
156,card,2025-01-18,150.63,purchase,3.01
156,card,2023-04-26,42.44,purchase,-999.0
156,loan,2024-10-29,4.0,repayment,0.02
156,loan,2024-05-13,8.44,repayment,0.1
156,loan,2024-03-04,261.04,repayment,1.89
156,loan,2024-08-15,59.31,repayment,0.38
156,loan,2024-10-20,65.11,repayment,0.7
157,account,2024-04-28,11.64,withdrawal,0.19
157,account,2025-07-13,64.96,transfer_out,0.68
157,account,2024-06-15,78.77,transfer_in,0.0
157,account,2024-08-08,38.91,deposit,0.0
157,account,2024-04-28,144.97,transfer_in,0.0
157,card,2024-02-20,36.23,purchase,-999.0
157,card,2023-12-03,16.69,fee,0.17
157,card,2024-01-17,139.93,purchase,2.22
157,card,2024-05-23,1.75,purchase,0.03
157,card,2025-04-21,13.32,withdrawal,0.18
157,card,2024-01-31,79.92,purchase,0.81
157,card,2025-03-10,220.21,purchase,3.78
157,loan,2025-04-05,33.68,repayment,0.25
157,loan,2025-05-10,380.81,repayment,4.01
157,loan,2025-06-18,96.57,repayment,1.33
157,loan,2025-01-27,103.83,fee,
157,loan,2023-09-17,15.1,repayment,0.2
157,loan,2025-02-03,3.22,repayment,0.03
158,account,2024-01-06,0.18,deposit,0.0
158,account,2025-05-18,44.84,withdrawal,0.87
158,account,2024-08-07,423.9,withdrawal,
158,account,2023-12-07,23.44,transfer_in,0.0
158,account,2025-03-01,2.27,withdrawal,
158,account,2023-12-13,86.16,transfer_out,0.86
158,account,2024-11-28,80.7,withdrawal,1.12
158,card,2024-04-17,234.94,purchase,3.73
158,card,2024-07-30,12.08,purchase,0.22
158,card,2024-01-04,53.11,purchase,0.66
159,account,2023-09-26,0.0,deposit,0.0
159,account,2023-06-30,134.78,withdrawal,1.7
159,account,2024-10-03,33.81,transfer_out,0.35
159,account,2024-04-22,67.91,transfer_out,0.76
159,account,2023-10-06,171.24,withdrawal,2.15
159,account,2023-06-15,113.87,withdrawal,1.94
159,card,2024-09-17,107.74,withdrawal,1.39
159,card,2023-07-30,99999.0,,
159,card,2023-07-22,37.87,withdrawal,0.64
159,card,2024-08-23,39.65,purchase,0.76
159,card,2023-04-21,12.92,withdrawal,0.14
159,loan,2023-05-02,188.12,repayment,1.82
159,loan,2024-12-17,210.96,repayment,2.96
159,loan,2024-03-31,23.12,repayment,0.16
159,loan,2024-03-07,388.61,interest,4.27
159,loan,2024-12-02,192.8,repayment,1.92
160,account,2025-08-22,81.57,transfer_in,0.0
160,account,2025-05-09,70.22,withdrawal,1.01
160,account,2024-11-15,354.76,withdrawal,5.94
160,card,2025-04-18,200.13,purchase,3.32
160,card,2025-04-15,38.24,purchase,0.53
160,card,2024-08-20,7.46,fee,0.14
160,card,2023-12-27,66.73,refund,-1.18
160,card,2025-05-14,111.09,withdrawal,2.12
160,card,2024-04-04,34.49,purchase,0.6
160,card,2024-01-24,252.11,purchase,4.2
160,card,2024-10-19,41.53,withdrawal,0.67
161,account,2024-02-09,17.52,withdrawal,0.19
161,account,2024-09-27,-100.0,deposit,0.0
161,account,2023-11-30,0.0,transfer_in,0.0
161,account,2025-05-03,29.89,deposit,0.0
161,account,2024-02-03,272.23,withdrawal,5.43
161,account,2023-11-07,9.7,deposit,0.0
161,account,2025-02-10,9.2,deposit,0.0
161,card,2023-07-28,0.0,purchase,-999.0
161,card,2024-10-04,109.4,purchase,2.0
161,card,2025-04-02,77.9,withdrawal,1.28
161,card,2023-08-04,12.88,withdrawal,0.2
162,account,2024-01-15,11.69,transfer_out,0.08
162,account,2023-08-09,67.41,deposit,0.0
162,account,2023-09-07,99999.0,transfer_in,0.0
162,account,2023-12-08,13.37,transfer_out,0.12
162,card,2024-06-25,0.0,purchase,0.0
162,card,2023-11-22,54.92,fee,0.58
162,card,2024-05-09,8.1,purchase,0.13
162,loan,2023-06-08,321.07,repayment,4.29
162,loan,2023-03-08,72.15,repayment,0.47
162,loan,2023-01-29,17.97,interest,0.31
162,loan,2024-07-26,22.88,repayment,0.14
162,loan,2023-02-08,5.39,repayment,0.06
162,loan,2023-10-29,84.95,repayment,0.83
163,account,2025-11-24,23.21,withdrawal,0.34
163,account,2025-06-20,295.2,transfer_out,1.62
163,account,2025-11-02,29.78,transfer_out,0.23
163,account,2025-09-25,38.61,transfer_out,0.5
163,account,2025-11-30,29.07,transfer_out,0.23
163,account,2024-03-11,96.77,transfer_in,0.0
163,loan,2025-05-03,99999.0,repayment,1409.12
163,loan,2025-08-15,33.3,repayment,0.23
163,loan,2024-11-27,99999.0,repayment,682.51
163,loan,2025-07-06,136.73,repayment,1.3
163,loan,2024-12-14,172.51,repayment,1.74
163,loan,2024-06-12,38.68,interest,0.58
164,account,2025-04-11,208.44,transfer_out,2.62
164,account,2024-12-08,62.82,transfer_in,0.0
164,account,2024-08-16,-100.0,transfer_in,0.0
164,account,2025-01-09,114.84,deposit,0.0
164,account,2025-11-12,-100.0,deposit,0.0
164,account,2025-03-02,6.73,withdrawal,0.11
164,loan,2024-10-16,163.13,repayment,2.14
164,loan,2025-04-01,66.04,fee,0.95
164,loan,2025-04-06,61.32,fee,0.77
164,loan,2024-07-16,99999.0,repayment,514.72
164,loan,2025-07-21,157.46,interest,1.7
164,loan,2023-12-05,971.92,repayment,6.07
164,loan,2024-08-26,0.0,repayment,0.0
165,loan,2023-11-30,83.91,repayment,0.95
165,loan,2024-06-20,0.0,repayment,0.0
165,loan,2024-11-09,135.52,repayment,1.65
165,loan,2024-09-12,40.87,interest,0.67
165,loan,2023-06-02,231.84,repayment,2.57
165,loan,2024-10-01,10.56,repayment,0.05
165,loan,2023-05-02,36.64,repayment,0.41
165,loan,2024-09-29,12.1,repayment,0.1
166,card,2023-09-23,21.8,purchase,0.31
166,card,2023-07-22,62.19,withdrawal,0.76
166,card,2023-04-27,122.21,withdrawal,2.24
166,card,2023-09-11,99999.0,purchase,1934.89
166,card,2022-05-29,101.48,purchase,0.0
166,card,2022-04-27,148.22,purchase,1.98
166,card,2022-11-10,68.83,purchase,0.94
166,card,2022-06-15,11.69,purchase,0.22
167,card,2024-02-26,89.59,purchase,1.29
167,card,2024-03-04,105.68,purchase,1.52
167,card,2025-05-29,99999.0,fee,1913.93
167,card,2024-04-27,37.51,purchase,0.6
167,card,2024-10-22,94.15,withdrawal,1.06
167,card,2023-09-21,276.14,refund,-3.36
167,card,2024-09-23,248.93,purchase,2.93
168,account,2024-12-12,81.65,deposit,0.0
168,account,2025-10-07,37.0,,
168,account,2024-04-20,17.74,deposit,0.0
168,account,2025-04-09,2.51,,
168,loan,2024-05-17,99999.0,repayment,524.45
168,loan,2024-01-01,99999.0,repayment,1371.93
168,loan,2025-07-05,103.13,interest,1.44
169,account,2022-07-10,120.15,withdrawal,1.25
169,account,2022-07-10,30.92,withdrawal,
169,account,2023-07-03,70.3,transfer_in,0.0
169,account,2022-08-07,61.42,transfer_out,0.65
169,account,2023-04-07,241.29,withdrawal,
169,account,2024-02-11,91.99,transfer_out,1.15
169,account,2023-06-29,61.7,withdrawal,0.82
169,account,2023-03-07,-100.0,transfer_out,-1.26
169,loan,2023-12-06,84.82,fee,1.11
169,loan,2022-10-13,43.86,repayment,0.42
169,loan,2023-07-17,99999.0,repayment,906.57
169,loan,2023-01-25,176.04,repayment,1.38
170,account,2023-03-31,127.79,deposit,0.0
170,account,2024-05-20,-100.0,transfer_in,0.0
170,account,2024-04-11,170.49,transfer_out,2.26
170,account,2023-09-14,0.0,transfer_in,0.0
170,account,2024-02-06,255.53,withdrawal,2.84
170,account,2023-03-13,36.34,withdrawal,0.64
170,account,2023-02-05,176.56,deposit,0.0
170,loan,2023-10-18,28.09,fee,0.41
170,loan,2023-08-21,37.43,repayment,0.55
170,loan,2023-04-07,99.56,repayment,1.47
170,loan,2022-11-08,133.37,repayment,1.74
170,loan,2023-03-13,190.73,repayment,2.0
170,loan,2023-03-11,8.28,repayment,0.11
170,loan,2022-10-17,130.71,repayment,1.62
170,loan,2023-04-12,18.84,repayment,0.26
170,loan,2024-07-20,276.52,repayment,2.46
171,account,2022-11-23,177.89,withdrawal,3.27
171,account,2023-10-13,118.67,withdrawal,1.36
171,account,2023-10-06,0.0,deposit,0.0
171,account,2022-12-25,106.64,transfer_in,0.0
171,card,2023-09-04,160.99,purchase,2.64
171,card,2023-04-11,49.61,purchase,0.61
171,card,2022-11-06,121.18,purchase,1.78
171,card,2023-01-05,80.08,purchase,1.52
171,card,2023-05-26,53.31,purchase,1.04
171,loan,2022-07-27,151.68,repayment,2.07
171,loan,2022-06-23,87.42,interest,-999.0
171,loan,2022-06-06,252.13,repayment,1.47
171,loan,2023-04-19,212.38,fee,2.7
171,loan,2022-12-29,336.11,repayment,3.48
171,loan,2023-01-28,135.34,interest,2.05
172,card,2025-01-09,93.18,purchase,1.76
172,card,2025-01-17,81.27,purchase,1.08
172,card,2023-11-13,62.68,withdrawal,0.64
172,card,2023-04-20,27.97,purchase,0.33
172,card,2023-08-02,113.58,purchase,
172,card,2023-05-16,68.11,purchase,1.08
172,loan,2024-10-25,99999.0,fee,1129.82
172,loan,2023-08-27,182.5,interest,3.3
172,loan,2024-11-02,39.04,repayment,0.36
172,loan,2024-06-18,10.68,repayment,0.15
172,loan,2024-10-20,37.11,repayment,0.25
172,loan,2024-08-12,10.79,repayment,0.16
173,account,2023-05-18,99999.0,transfer_in,0.0
173,account,2023-12-29,44.75,withdrawal,0.67
173,account,2023-08-02,52.18,withdrawal,0.93
173,account,2023-03-12,27.92,withdrawal,0.54
173,account,2024-01-07,84.68,transfer_out,0.57
173,card,2023-12-20,43.52,fee,0.51
173,card,2022-08-26,14.3,withdrawal,0.22
173,card,2022-06-26,196.99,purchase,2.11
173,card,2023-07-24,99999.0,withdrawal,1244.65
173,card,2023-01-25,-100.0,purchase,-1.6
173,card,2023-05-01,51.11,purchase,0.9
173,loan,2022-07-21,18.17,repayment,0.12
173,loan,2023-08-10,127.93,repayment,1.01
175,card,2022-09-21,280.52,purchase,4.37
175,card,2022-11-28,167.08,withdrawal,3.26
175,card,2023-12-24,99.36,purchase,1.28
175,card,2023-09-10,425.82,fee,4.4
175,loan,2022-11-29,17.65,repayment,0.13
175,loan,2022-12-30,154.74,fee,2.0
175,loan,2022-08-26,300.52,repayment,1.91
176,account,2024-06-08,16.62,deposit,0.0
176,account,2023-07-07,28.63,transfer_out,0.17
176,account,2024-10-10,98.51,,
176,account,2023-08-31,127.28,deposit,0.0
176,loan,2022-10-14,235.85,repayment,2.87
176,loan,2023-08-12,51.38,repayment,0.29
176,loan,2023-08-21,22.18,repayment,0.14
177,account,2023-09-05,267.79,transfer_out,1.75
177,account,2024-10-03,132.04,deposit,0.0
177,account,2024-05-21,99999.0,deposit,0.0
177,card,2023-06-11,124.2,withdrawal,1.82
177,card,2023-09-14,4.86,purchase,0.09
